SL NO,Hotel_name,Location,Price,Discount,Total Rating,Rating(out of 5),Hotel ID,Booking ID,Booking Status,Payment Mode (online/offline),No of Guest,check in time,check in status,Total Price,Customer ID,Review,URL
376,Capital O Krish Residency,"Near Action Area I, New Town Bus Stand DLF1, Kolkata, West Bengal",1023,64%,674,4,194395,XYZ4676,confirmed,offline,2,12:00pm,completed,3500,CUST1331,"Poor service, not worth the price.",https://www.oyorooms.com/194395
377,Collection O Avenue Inn Near VIP Road,"288/2 Bangur Avenue Block B, Near Bangur Swimming Pool Jessore Road Diamond Plaza Mall Nagerbazar ",1126,65%,189,1,194618,XYZ4677,confirmed,offline,2,1:00pm,completed,6500,CUST1008,Very affordable with good facilities.,https://www.oyorooms.com/194618
378,Super OYO Flagship 89087 Brill Rooms Saltlake City Centre,"Saltlake, Kolkata",1426,65%,235,3,194819,XYZ4678,confirmed,offline,2,5:30pm,completed,5000,CUST1460,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/194819
379,Super OYO Collection O The Coco Inn Near South City Mall,"Near 13C Bus Stand, Regent Estate, Kolkata",929,67%,20,5,194825,XYZ4679,confirmed,offline,2,6:00pm,completed,4000,CUST1076,Room was not clean upon arrival.,https://www.oyorooms.com/194825
380,Flagship Kalighat,"Near Raja Santosh Road, Alipore, Kolkata",1257,65%,141,2,195153,XYZ4680,confirmed,offline,2,3:30pm,completed,3500,CUST1161,Check-in process was slow and frustrating.,https://www.oyorooms.com/195153
381,Flagship R A Homestay Near Acropolis Mall,"Nitai Nagar, Kolkata",1323,68%,34,4,195610,XYZ4681,confirmed,offline,2,12:00pm,completed,3000,CUST1236,"Great stay, very clean and comfortable.",https://www.oyorooms.com/195610
382,Collection O Hotel Paradise Near Chinar Park,"Kolkata West Bengal Kolkata, Kolkata",949,61%,141,2,195754,XYZ4682,confirmed,offline,2,12:00pm,completed,2000,CUST1378,Would definitely recommend to others.,https://www.oyorooms.com/195754
383,OYO Flagship 812089 Laxmi Guest House Jadavpur,"46 Raja S.C.Mallick Road  Raja S.C Mallick Road, Kolkata",878,67%,142,3,196084,XYZ4683,confirmed,offline,2,3:00pm,completed,4500,CUST1352,"Average experience, nothing special.",https://www.oyorooms.com/196084
384,Flagship Hotel Dreamline Near Acropolis Mall,"Near Sbi E-cornernullnull, Kolkata",3114,65%,60,4,196176,XYZ4684,confirmed,offline,2,12:00pm,completed,2500,CUST1273,Would definitely recommend to others.,https://www.oyorooms.com/196176
385,OYO Padmavati Projects Pvt Ltd Near Netaji Subhash Chandra Bose International Airport,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",1474,68%,474,2,196313,XYZ4685,confirmed,offline,2,12:56pm,completed,3560,CUST1008,"Great stay, very clean and comfortable.",https://www.oyorooms.com/196313
386,Collection O 811014 Hotel Wow,"SALT LAKE, Kolkata",1023,64%,345,5,196435,XYZ4686,confirmed,offline,2,12:00pm,completed,3600,CUST1050,"Average experience, nothing special.",https://www.oyorooms.com/196435
387,Flagship Priyangshu Inn,"Madhurdaha, Kolkata",1188,65%,1299,4,196665,XYZ4687,confirmed,offline,2,2:30pm,completed,3400,CUST1206,Check-in process was slow and frustrating.,https://www.oyorooms.com/196665
388,Flagship Relax View Dumdum Park Near City Centre Salt Lake,"Dum Dum Park, Kolkata",1034,67%,32,3,196887,XYZ4688,confirmed,offline,2,3:00pm,completed,2500,CUST1250,Check-in process was slow and frustrating.,https://www.oyorooms.com/196887
389,Collection O Avenue Inn Near VIP Road,"288/2 Bangur Avenue Block B, Near Bangur Swimming Pool Jessore Road Diamond Plaza Mall Nagerbazar ",1339,65%,19,3,197650,XYZ4689,confirmed,offline,2,3:00pm,completed,4500,CUST1379,Excellent location and friendly staff.,https://www.oyorooms.com/197650
390,OYO Flagship 812161 Hotel Asha Inn,"BIDHANNAGAR, Kolkata",1041,65%,397,3,198542,XYZ4690,confirmed,offline,2,6:50pm,completed,4500,CUST1485,"Poor service, not worth the price.",https://www.oyorooms.com/198542
391,Super OYO Capital O 700752 Hotel Dak Plaza,"Near Axis Mall, CE Block, Newtown, Kolkata 700156",1463,64%,165,3,198823,XYZ4691,confirmed,offline,2,12:00pm,completed,2000,CUST1351,"Great stay, very clean and comfortable.",https://www.oyorooms.com/198823
392,OYO Pinnacle Auberge,Chinar Park Kolkata International Airport Beside Spencers Rajarhat Main Road,1314,72%,619,3,199292,XYZ4692,confirmed,offline,2,3:30pm,completed,3500,CUST1152,Would definitely recommend to others.,https://www.oyorooms.com/199292
393,OYO Maa Tara Guest House Near Acropolis Mall,"Near R.N.Tagore Hospital, Nitainagar, Kolkata",1680,65%,125,3,199512,XYZ4693,confirmed,offline,2,1:50pm,completed,4500,CUST1478,"Poor service, not worth the price.",https://www.oyorooms.com/199512
394,Flagship Hmb Guest House Near Salt Lake,"Sector II Salt lake water tank no 8, Kolkata",1660,64%,7,3,199629,XYZ4694,confirmed,offline,2,3:00pm,completed,2500,CUST1129,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/199629
395,Flagship Hotel Red Rose Near Noapara Metro Station,"Dum Dum, Kolkata",1334,65%,141,5,200670,XYZ4695,confirmed,offline,2,12:00pm,completed,3500,CUST1449,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/200670
396,OYO Townhouse 444 Heera Holiday Inn Near St. Thomas's Church,"51,Elliot Road Park Street Near Assembly Of God Church Adjacent 144668:1076985",1156,68%,141,4,200956,XYZ4696,confirmed,offline,2,6:00pm,completed,10000,CUST1274,Check-in process was slow and frustrating.,https://www.oyorooms.com/200956
397,Collection O Kyd Guest House Near Indian Museum,"700001, Kolkata",1698,65%,34,3,201127,XYZ4697,confirmed,offline,2,2:30pm,completed,5000,CUST1256,Room was not clean upon arrival.,https://www.oyorooms.com/201127
398,SPOT ON 812338 Om Palace Guest House,"Near Jalsaghar Netaji Nagar, Kolkata",2082,65%,35,4,20114,XYZ4698,confirmed,offline,2,6:00pm,completed,3000,CUST1141,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/20114
399,OYO Ma Kali Guest House Near City Centre Salt Lake,"Near FD Block, Bidhannagar, Kolkata",1329,65%,428,3,201366,XYZ4699,confirmed,offline,2,1:50pm,completed,4500,CUST1209,"Great stay, very clean and comfortable.",https://www.oyorooms.com/201366
400,OYO Flagship 90803 Sweet Grove,"Sector V, Kolkata",626,79%,394,5,201387,XYZ4700,confirmed,offline,2,2:30pm,completed,5000,CUST1310,Room was not clean upon arrival.,https://www.oyorooms.com/201387
401,OYO The Olive Near City Centre Salt Lake,"Near Bus Stand, Anandaloke Hospital, Cl Block, Kolkata",1308,65%,621,1,202044,XYZ4701,confirmed,offline,2,4:00pm,completed,1500,CUST1105,Very affordable with good facilities.,https://www.oyorooms.com/202044
402,OYO Hotel Maruti Lodging,"Above Reliance Trends, Raghunathpur, Kolkata",599,82%,158,3,202308,XYZ4702,confirmed,offline,3,12:00pm,completed,6500,CUST1101,Excellent location and friendly staff.,https://www.oyorooms.com/202308
403,Flagship Kalighat,"Near Raja Santosh Road, Alipore, Kolkata",599,77%,42,4,202608,XYZ4703,confirmed,offline,3,3:30pm,completed,4500,CUST1007,Room was not clean upon arrival.,https://www.oyorooms.com/202608
404,Collection O 811014 Hotel Wow,"SALT LAKE, Kolkata",949,68%,61,3,203166,XYZ4704,confirmed,offline,3,2:30pm,completed,3500,CUST1006,Check-in process was slow and frustrating.,https://www.oyorooms.com/203166
405,OYO Flagship 805260 Saltlake Palace,"Salt Lakenull, Kolkata",1252,67%,8,4,203193,XYZ4705,confirmed,offline,3,12:00pm,completed,3500,CUST1136,Room was not clean upon arrival.,https://www.oyorooms.com/203193
406,Flagship Amaris Stay Hub Near Science City,"171D/1F/2, 49 Picnic Garden Road, VIP Bazar,  EM Bypass, Near Science City",699,80%,80,4,203559,XYZ4706,confirmed,offline,3,4:00pm,completed,3500,CUST1453,Very affordable with good facilities.,https://www.oyorooms.com/203559
407,Flagship Nayak Palace Inn Near Birla Mandir,"Ballygunge, Kolkata",1099,67%,343,5,203601,XYZ4707,confirmed,offline,3,12:00pm,completed,3500,CUST1324,Very affordable with good facilities.,https://www.oyorooms.com/203601
408,OYO Hotel Nest Near St. Thomas's Church,"Near Bata More, Royd Street, Kolkata",1437,67%,5,3,204208,XYZ4708,confirmed,offline,3,1:50pm,completed,6500,CUST1362,"Poor service, not worth the price.",https://www.oyorooms.com/204208
409,OYO Flagship 76211 Honey Regency Near City Centre Salt Lake,"E C Block, Kolkata",850,67%,334,5,204342,XYZ4709,confirmed,offline,3,8:50pm,completed,6500,CUST1418,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/204342
410,Collection O 81128 Enigma,"Ballygunge, Kolkata",1087,67%,55,5,204343,XYZ4710,confirmed,offline,3,12:00pm,completed,3500,CUST1483,Would definitely recommend to others.,https://www.oyorooms.com/204343
411,OYO Flagship 812161 Hotel Asha Inn,"BIDHANNAGAR, Kolkata",729,67%,195,5,204480,XYZ4711,confirmed,offline,3,12:00pm,completed,4500,CUST1404,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/204480
412,Collection O Kyd Guest House Near Indian Museum,"700001, Kolkata",925,67%,209,5,204644,XYZ4712,confirmed,offline,3,5:00pm,completed,6500,CUST1318,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/204644
413,Flagship Hotel Red Rose Near Noapara Metro Station,"Dum Dum, Kolkata",815,67%,74,5,204645,XYZ4713,confirmed,offline,3,12:00pm,completed,3500,CUST1470,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/204645
414,OYO Townhouse 444 Heera Holiday Inn Near St. Thomas's Church,"51,Elliot Road Park Street Near Assembly Of God Church Adjacent 144668:1076985",811,67%,245,5,204865,XYZ4714,confirmed,offline,3,7:50pm,completed,4500,CUST1487,Excellent location and friendly staff.,https://www.oyorooms.com/204865
415,Flagship Swastik Inn Near South City Mall,"Poddar Nagar, Kolkata",1441,67%,260,5,204987,XYZ4715,confirmed,offline,3,12:00pm,completed,6500,CUST1375,Would definitely recommend to others.,https://www.oyorooms.com/204987
416,OYO Flagship 76629 Bimla Regency Near Noapara Metro Station,"Police Station, Dum Dum, Kolkata",929,67%,604,4,205478,XYZ4716,confirmed,offline,3,5:30pm,completed,4500,CUST1457,Check-in process was slow and frustrating.,https://www.oyorooms.com/205478
417,OYO Flagship 812443 MRS Inn,"Sector III, Kolkata",1199,57%,3,4,205752,XYZ4717,confirmed,offline,3,4:30pm,completed,4500,CUST1240,Room was not clean upon arrival.,https://www.oyorooms.com/205752
418,OYO Padmavati Projects Pvt Ltd Near Netaji Subhash Chandra Bose International Airport,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",2649,25%,6,4,205762,XYZ4718,confirmed,offline,3,7:00pm,completed,4000,CUST1073,Check-in process was slow and frustrating.,https://www.oyorooms.com/205762
419,OYO Pallyshree Guest House,"Jyangra Sani Mandir, Baguiati Jora Mandir Chinar Park VIP Road Raghunathpur, Kolkata International Airport",3149,25%,7,4,205835,XYZ4719,confirmed,offline,1,2:30pm,completed,6000,CUST1236,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/205835
420,Oyo Townhouse 92944 Hotel Pan Asia International,"Jatin Das Road, Kolkata",1799,25%,144,4,205883,XYZ4720,confirmed,offline,1,12:00pm,completed,5000,CUST1429,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/205883
421,OYO Flagship Hotel The Buddha Fooding And Lodging,"Near Samabayika Behala, Kolkata",1999,25%,7398,3,205889,XYZ4721,confirmed,offline,1,7:00pm,completed,4500,CUST1013,"Great stay, very clean and comfortable.",https://www.oyorooms.com/205889
422,Super OYO Townhouse Hotel Vrindavan,"AA-027 Salt Lake Sector 1 1st Cross Road PNB Island Bus Stop Bidhannagar Ultadanga Kolkata 700064, West Bengal",3899,25%,7,3,206312,XYZ4722,confirmed,offline,2,4:00pm,completed,3600,CUST1409,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/206312
423,Collection O Rest In Near Saltlake,"Near Newtown Bus stand , Kolkata",1799,25%,127,3,206396,XYZ4723,confirmed,offline,1,12:00pm,completed,6000,CUST1419,Very affordable with good facilities.,https://www.oyorooms.com/206396
424,Flagship 78299 White Stone Hospitality,Aminia Restaurant Back Side Chinar Park Crossing Great Eastern Kolkata Airport,6099,25%,161,3,206566,XYZ4724,confirmed,offline,1,7:00pm,completed,5000,CUST1351,"Great stay, very clean and comfortable.",https://www.oyorooms.com/206566
425,Collection O 812085 Hotel 7dayz Inn Near City Centre 2,"West Bengal, Kolkata",1799,25%,69,3,206579,XYZ4725,confirmed,offline,1,12:00pm,completed,4500,CUST1098,Check-in process was slow and frustrating.,https://www.oyorooms.com/206579
426,Collection O 812607 Hotel G.N Palace,"Bara Bazar, Kolkata",1664,25%,107,4,206720,XYZ4726,confirmed,offline,3,12:00pm,completed,4500,CUST1201,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/206720
427,Flagship Divya Jyoti Inn Near RDB Cinemas,"AI 87 Street No 23 Action Area 1 Newtown, Rajarhat",4849,25%,77,4,206816,XYZ4727,confirmed,offline,3,4:00pm,completed,3500,CUST1431,"Poor service, not worth the price.",https://www.oyorooms.com/206816
428,OYO Flagship 70403 Chinar Inn,"Behind Shree Shree Bholanath Kali Temple, Kolkata",1699,25%,130,4,206983,XYZ4728,confirmed,offline,3,4:00pm,completed,3500,CUST1101,Excellent location and friendly staff.,https://www.oyorooms.com/206983
429,OYO Hotel Padmavati Near Netaji Subhash Chandra Bose International Airport,"Biswa Bangla Sarani Behind Binany Building, Chinar Park, Beside NPG Hotel, Nibedita Apartment , Kolkata 700157",1664,25%,24,4,207111,XYZ4729,confirmed,offline,4,12:00pm,completed,4500,CUST1335,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/207111
430,OYO Flagship 81584 Hotel Swagatam,"Rajarhat, Kolkata",3699,25%,129,5,207194,XYZ4730,confirmed,offline,3,12:00pm,completed,2000,CUST1189,Very affordable with good facilities.,https://www.oyorooms.com/207194
431,Collection O 64870 Hotel Holiday Science City,SANJHA CHULHA RESTAURANT SCIENCE CITY EM BYE PASS,3149,25%,1,5,207391,XYZ4731,confirmed,offline,1,12:00pm,completed,2500,CUST1122,"Average experience, nothing special.",https://www.oyorooms.com/207391
432,OYO Comfort Stays,"Rajarhat, Kolkata",4299,25%,35,5,207406,XYZ4732,confirmed,offline,2,12:00pm,completed,2500,CUST1446,Would definitely recommend to others.,https://www.oyorooms.com/207406
433,Flagship Heritage Inn Near City Centre Salt Lake,"Salt Lake, Kolkata",3799,25%,22,5,207641,XYZ4733,confirmed,offline,2,12:00pm,completed,3500,CUST1224,Would definitely recommend to others.,https://www.oyorooms.com/207641
434,OYO Flagship 78267 City Inn,Avisar Spencer Kalikapur,4649,25%,16,5,207936,XYZ4734,confirmed,offline,1,12:00pm,completed,3500,CUST1389,"Great stay, very clean and comfortable.",https://www.oyorooms.com/207936
435,Collection O 76651 Dovers Inn,"Opp Gariahat Police Station, Kolkata",2499,25%,23,3,208313,XYZ4735,confirmed,offline,3,4:00pm,completed,4500,CUST1400,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/208313
436,Capital O Hotel Heritage Near VIP Road,"VIP Rd, Beside Spandhan Hospital, Raghunathpur, Tegharia Netaji International Airport, Rajarhat, Kolkata, West Bengal  700059",3749,25%,21,3,208353,XYZ4736,confirmed,offline,1,3:00pm,completed,3500,CUST1374,Very affordable with good facilities.,https://www.oyorooms.com/208353
437,Collection O Tulsi Palace,", Kolkata",3249,25%,53,3,208392,XYZ4737,confirmed,online,4,12:00pm,completed,3500,CUST1468,Excellent location and friendly staff.,https://www.oyorooms.com/208392
438,OYO Flagship 812166 Moon Regency ,"Sector 2, Kolkata",4749,25%,13,3,208471,XYZ4738,confirmed,online,3,12:00pm,completed,3000,CUST1138,Excellent location and friendly staff.,https://www.oyorooms.com/208471
439,OYO Pratiksha Guest House Near City Centre Salt Lake,"Bangur Avenue Block B, Kolkata Kolkata West Bengal India 700055",3549,25%,23,4,208662,XYZ4739,confirmed,online,2,4:30pm,completed,3000,CUST1238,"Poor service, not worth the price.",https://www.oyorooms.com/208662
440,Townhouse 1210 Brill Rooms Inn,"Action Area 1A, Kolkata",2499,25%,90,4,209175,XYZ4740,confirmed,online,3,12:00pm,completed,3000,CUST1327,Would definitely recommend to others.,https://www.oyorooms.com/209175
441,Collection o 82136 Elite Stay,AL283 Al block salt lake sector 2 KOLKATA.,3449,25%,9,4,209183,XYZ4741,confirmed,online,4,12:00pm,completed,3000,CUST1209,Very affordable with good facilities.,https://www.oyorooms.com/209183
442,OYO Flagship Trivedi Inn Near Ruby Hospital,"Kasba, Kolkata",4799,25%,1,4,209484,XYZ4742,confirmed,online,3,4:00pm,completed,3000,CUST1466,Room was not clean upon arrival.,https://www.oyorooms.com/209484
443,Super OYO Flagship Mourigram Near Andul Rd,"Howrah, Kolkata",2499,25%,417,4,209610,XYZ4743,confirmed,online,3,4:00pm,completed,5000,CUST1098,"Great stay, very clean and comfortable.",https://www.oyorooms.com/209610
444,Flagship Sammy Hospitality,"Salt Lake, Kolkata",3499,25%,1248,5,209640,XYZ4744,confirmed,online,2,12:00pm,completed,5000,CUST1465,Very affordable with good facilities.,https://www.oyorooms.com/209640
445,Flagship Ankita Guest House,"Near Gst Bhawan, Kolkata",4299,25%,137,5,209750,XYZ4745,confirmed,online,4,12:00pm,completed,5000,CUST1011,"Average experience, nothing special.",https://www.oyorooms.com/209750
446,OYO Karunamoyee Guest House Near City Centre Salt Lake,"Karunamoyee Bus Terminal, Bidhannagar, Kolkata",2899,25%,200,5,209764,XYZ4746,confirmed,online,1,2:00pm,completed,5000,CUST1242,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/209764
447,OYO Smriti Villa Residency,"Sector IIInull, Kolkata",2149,25%,185,2,209956,XYZ4747,confirmed,online,3,12:00pm,completed,5000,CUST1486,Excellent location and friendly staff.,https://www.oyorooms.com/209956
448,OYO Sima Inn Guest House Near City Centre Salt Lake,"Near Near Salt Lake, Sector 2, Kolkata",2199,25%,249,2,210503,XYZ4748,confirmed,online,2,7:00pm,completed,5000,CUST1181,Room was not clean upon arrival.,https://www.oyorooms.com/210503
449,Flagship Chinar Heavens Near Netaji Subhash Chandra Bose International Airport,"AS/267, KAIKHALI, CHINAR PARK, P.O. - AIRPORT, KOLKATA - 700052",1849,25%,63,2,210557,XYZ4749,confirmed,online,2,12:00pm,completed,4500,CUST1005,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/210557
450,Flagship Scholars Motel  guest House) Near St. Thomas's Church,"Esplanade, Kolkata",2549,25%,1273,2,210609,XYZ4750,confirmed,online,2,3:30pm,completed,4500,CUST1377,Would definitely recommend to others.,https://www.oyorooms.com/210609
451,Flagship H B Guest House,"Near Ruby Hospital, Kolkata",2449,25%,2372,4,210630,XYZ4751,confirmed,online,2,12:00pm,completed,5400,CUST1210,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/210630
452,OYO Smriti Villa Near City Centre Salt Lake,"GD-138, GD MARKET, Near NIH, Salt Lake",2049,25%,4151,4,210635,XYZ4752,confirmed,online,2,12:00pm,completed,5400,CUST1495,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/210635
453,SPOT ON Swapna Guest House Near Birla Mandir,"1 No Hatgachia Dhapa Road Kolkata Behind Itc Sonar Bangla Hotel And Beside Milan Mela Prangan, Kolkata",2049,25%,1101,4,210866,XYZ4753,confirmed,online,2,2:30pm,completed,5600,CUST1139,"Poor service, not worth the price.",https://www.oyorooms.com/210866
454,Flagship 7 Div Guest House Near City Centre Salt Lake,"CK 109 Near Saltlake Sector 2, 9 No Water Tank  Karunamayee Bus Stop",2499,25%,1995,3,210946,XYZ4754,confirmed,online,2,7:30pm,completed,5300,CUST1373,Check-in process was slow and frustrating.,https://www.oyorooms.com/210946
455,Flagship New Silver Inn,"Near Tagore Park, Tijala, Kolkata",1699,25%,1762,5,211037,XYZ4755,confirmed,online,2,3:30pm,completed,5300,CUST1177,Room was not clean upon arrival.,https://www.oyorooms.com/211037
456,Flagship Tinker Bell Near Acropolis Mall,"Mukundapur, Kolkata",3099,25%,1434,4,211052,XYZ4756,confirmed,online,2,12:00pm,completed,5200,CUST1279,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/211052
457,OYO Flagship Hotel Suleman Palace Near St. Thomas's Church,"Bux Lane, Kolkata",1999,25%,431,5,211790,XYZ4757,confirmed,online,2,12:00pm,completed,5100,CUST1099,"Average experience, nothing special.",https://www.oyorooms.com/211790
458,Flagship Rakhakali Guest House Fooding And Loding,"near Shalimar station ticket counter , Kolkata",2249,25%,165,5,211987,XYZ4758,confirmed,online,2,12:00pm,completed,5100,CUST1082,"Average experience, nothing special.",https://www.oyorooms.com/211987
459,Flagship Kajali Guest House Near Birla Mandir,"Near Bosepukur, Kasba, Kolkata",2499,25%,1004,3,212200,XYZ4759,confirmed,online,2,1:00pm,completed,5000,CUST1204,Check-in process was slow and frustrating.,https://www.oyorooms.com/212200
460,OYO Premium 529 Jasola Vihar,"Pocket-2, Jasola",2649,25%,888,3,212625,XYZ4760,confirmed,online,2,12:00pm,completed,4100,CUST1273,Excellent location and friendly staff.,https://www.oyorooms.com/212625
461,OYO Flagship 485 GK2 Savitri Cinema,"E Block,GK2",1899,25%,103,3,212628,XYZ4761,confirmed,online,2,12:00pm,completed,4100,CUST1379,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/212628
462,OYO Flagship 573 Paharganj NDLS,"Arakashan Road, Paharganj",1199,25%,129,3,213290,XYZ4762,confirmed,online,2,12:00pm,completed,4100,CUST1285,Very affordable with good facilities.,https://www.oyorooms.com/213290
463,OYO Flagship 513 Delhi Airport,"A Block,Mahipalpur Extension",3549,25%,798,4,213427,XYZ4763,confirmed,online,2,12:00pm,completed,4200,CUST1317,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/213427
464,OYO Premium 055 New Friends Colony Ring Road,CV Raman Marg,2749,25%,2919,5,213703,XYZ4764,confirmed,online,2,5:00pm,completed,4600,CUST1286,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/213703
465,OYO Rooms 658 Nehru Place 1,"E Block, East Of Kailash",2549,25%,943,3,245,XYZ4765,confirmed,online,2,5:30pm,completed,4500,CUST1077,"Poor service, not worth the price.",https://www.oyorooms.com/245
466,OYO Premium 210 Lodhi Road,Sunder Nagar,1599,25%,562,5,3120,XYZ4766,confirmed,online,2,4:30pm,completed,4500,CUST1375,"Great stay, very clean and comfortable.",https://www.oyorooms.com/3120
467,OYO Rooms 632 Kalkaji Mandir,Kalkaji,1249,25%,709,4,35185,XYZ4767,confirmed,online,2,12:00pm,completed,4300,CUST1337,Would definitely recommend to others.,https://www.oyorooms.com/35185
468,OYO Rooms 696 NH8 Mahipalpur,"Road 1, Mahipalpur",2399,25%,1086,3,3530,XYZ4768,confirmed,online,2,12:00pm,completed,4300,CUST1372,"Average experience, nothing special.",https://www.oyorooms.com/3530
469,OYO Premium 241 Patel Nagar Metro Station,East Patel Nagar,3249,25%,1320,4,35712,XYZ4769,confirmed,online,2,12:00pm,completed,4500,CUST1269,"Great stay, very clean and comfortable.",https://www.oyorooms.com/35712
470,OYO Rooms 010 Karol Bagh 1078,"Karol Bagh, New Delhi",3599,25%,2881,2,35908,XYZ4770,confirmed,online,2,12:00pm,completed,4600,CUST1329,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/35908
471,OYO Rooms 689 Indira Gandhi International Airport,"Road No 1, Mahipalpur",2749,25%,140,3,36013,XYZ4771,confirmed,online,2,12:00pm,completed,4300,CUST1487,"Average experience, nothing special.",https://www.oyorooms.com/36013
472,OYO Homes 459 New Friends Colony 2,"Second Floor (With Elevator), New Friends Colony ",2599,25%,7,5,36112,XYZ4772,confirmed,online,2,5:00pm,completed,4500,CUST1255,Check-in process was slow and frustrating.,https://www.oyorooms.com/36112
473,OYO Premium 033 New Friends Colony,CV Raman Marg,3599,25%,141,4,36125,XYZ4773,confirmed,online,2,7:50pM,completed,4500,CUST1154,Check-in process was slow and frustrating.,https://www.oyorooms.com/36125
474,OYO Premium 160 Saket Metro Station,Saket,2049,25%,141,2,36526,XYZ4774,confirmed,online,2,7:50pm,completed,15000,CUST1353,Check-in process was slow and frustrating.,https://www.oyorooms.com/36526
475,OYO Rooms 030 IGI Airport Aerocity,"National Highway No. 8, Mahipalpur",1949,25%,34,3,36571,XYZ4775,confirmed,online,2,3:00pm,completed,4600,CUST1118,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/36571
476,OYO Rooms 142 Connaught Place 1,Connaught Circus,1149,25%,35,3,36701,XYZ4776,confirmed,online,2,12:00pm,completed,5000,CUST1348,Excellent location and friendly staff.,https://www.oyorooms.com/36701
477,OYO Rooms 257 Rajendra Place PUSA Circle,East Patel Nagar,1749,25%,428,5,372,XYZ4777,confirmed,online,2,12:00pm,completed,5000,CUST1398,Excellent location and friendly staff.,https://www.oyorooms.com/372
478,OYO Rooms 171 IGI Airport NH8,"National Highway 8, Near IGI Domestic Airport, Mahipalpur",1849,25%,394,4,37279,XYZ4778,confirmed,online,2,12:30pm,completed,2500,CUST1285,Room was not clean upon arrival.,https://www.oyorooms.com/37279
479,OYO Rooms 080 Executive IGI Airport,"Mahipalpur Extn, Near Airport, National Highway -8",2699,25%,621,2,37869,XYZ4779,confirmed,online,2,2:50pm,completed,2500,CUST1199,"Great stay, very clean and comfortable.",https://www.oyorooms.com/37869
480,OYO Premium 182 Siri Fort Sports Complex,Anand Lok,3199,25%,158,5,37889,XYZ4780,confirmed,online,2,5:00pm,completed,4500,CUST1477,"Great stay, very clean and comfortable.",https://www.oyorooms.com/37889
481,OYO Rooms 118 Vasant Vihar,Vasant vihar,2699,25%,42,2,37932,XYZ4781,confirmed,online,2,12:00pm,completed,4500,CUST1455,Excellent location and friendly staff.,https://www.oyorooms.com/37932
482,OYO Rooms 457 Azadpur Mandi Extension,Adarsh Nagar,3799,25%,61,4,38353,XYZ4782,confirmed,online,2,12:00pm,completed,3500,CUST1213,Excellent location and friendly staff.,https://www.oyorooms.com/38353
483,OYO Rooms 183 Opp IGI Airport Main Road,"N.H. 8, Near IGI Airport Road No. 1, Mahipalpur Extension , Mahipalpur",3299,25%,8,3,38458,XYZ4783,confirmed,online,2,12:00pm,completed,3500,CUST1049,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/38458
484,OYO Premium 207 Greater Kailash 1,Greater Kailash 1,2499,25%,80,5,39850,XYZ4784,confirmed,online,2,5:30pm,completed,4500,CUST1472,"Great stay, very clean and comfortable.",https://www.oyorooms.com/39850
485,OYO Homes 380 GTB Nagar,Kingsaway,2349,25%,343,4,40154,XYZ4785,confirmed,online,2,12:00pm,completed,6500,CUST1127,Fantastic ambiance and atmosphere.,https://www.oyorooms.com/40154
486,OYO Rooms 680 Jasola Pocket 1,Jasola Vihar,2299,25%,5,3,40507,XYZ4786,confirmed,online,2,3:30pm,completed,6500,CUST1294,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/40507
487,OYO Premium 292 Lajpat Nagar Main Road,Lajpat Nagar 4,1849,25%,334,2,41008,XYZ4787,confirmed,online,2,2:00pm,completed,6500,CUST1247,"Great stay, very clean and comfortable.",https://www.oyorooms.com/41008
488,OYO Rooms 144 CR Park,Outer Ring Road,1799,25%,55,4,41050,XYZ4788,confirmed,online,2,12:00pm,completed,6500,CUST1035,"Had a wonderful stay, highly satisfied.",https://www.oyorooms.com/41050
